2.000000	3.466366	3.466366	6.569228e-09
2.083333	3.307920	3.307923	2.621332e-06
2.166667	3.164851	3.164853	2.436468e-06
2.250000	3.035666	3.035666	6.326121e-09
2.333333	2.919011	2.919013	1.931320e-06
2.416667	2.813678	2.813680	1.795082e-06
2.500000	2.718567	2.718567	5.741782e-09
2.583333	2.632682	2.632683	1.422941e-06
2.666667	2.555132	2.555133	1.322537e-06
2.750000	2.485109	2.485109	5.008635e-09
2.833333	2.421879	2.421880	1.048384e-06
2.916667	2.364785	2.364786	9.743892e-07
3.000000	2.313234	2.313234	4.239726e-09
3.083333	2.266684	2.266685	7.724233e-07
3.166667	2.224653	2.224654	7.178907e-07
3.250000	2.186702	2.186702	3.496624e-09
3.333333	2.152434	2.152435	5.691065e-07
3.416667	2.121494	2.121495	5.289164e-07
3.500000	2.093558	2.093558	2.807937e-09
3.583333	2.068335	2.068335	4.193124e-07
3.666667	2.045562	2.045562	3.896916e-07
3.750000	2.025002	2.025002	2.181336e-09
3.833333	2.006440	2.006440	3.089533e-07
3.916667	1.989682	1.989683	2.871209e-07
4.000000	1.974555	1.974555	1.611153e-09
4.083333	1.960900	1.960900	2.276505e-07
4.166667	1.948575	1.948575	2.115566e-07
4.250000	1.937452	1.937452	1.082905e-09
4.333333	1.927414	1.927414	1.677575e-07
4.416667	1.918357	1.918357	1.558912e-07
4.500000	1.910186	1.910186	5.756580e-10
4.583333	1.902817	1.902817	1.236415e-07
4.666667	1.896172	1.896172	1.148887e-07
4.750000	1.890182	1.890182	6.277867e-11
4.833333	1.884785	1.884785	9.115348e-08
4.916667	1.879924	1.879924	8.469235e-08
5.000000	1.875549	1.875549	4.885756e-10
5.083333	1.871614	1.871614	6.723789e-08
5.166667	1.868078	1.868078	6.246175e-08
5.250000	1.864905	1.864905	1.119069e-09
5.333333	1.862060	1.862060	4.964536e-08
5.416667	1.859515	1.859515	4.610569e-08
5.500000	1.857243	1.857243	1.879960e-09
5.583333	1.855221	1.855221	3.672110e-08
5.666667	1.853426	1.853426	3.408546e-08
5.750000	1.851841	1.851841	2.837162e-09
5.833333	1.850449	1.850449	2.724933e-08
5.916667	1.849235	1.849235	2.527008e-08
6.000000	1.848188	1.848188	4.076893e-09
6.083333	1.847295	1.847295	2.033883e-08
6.166667	1.846547	1.846547	1.882991e-08
6.250000	1.845938	1.845938	5.713443e-09
6.333333	1.845460	1.845460	1.533911e-08
6.416667	1.845108	1.845108	1.415854e-08
6.500000	1.844879	1.844879	7.899678e-09
6.583333	1.844770	1.844770	1.177924e-08
6.666667	1.844781	1.844781	1.081574e-08
6.750000	1.844911	1.844911	1.084133e-08
6.833333	1.845161	1.845161	9.323383e-09
6.916667	1.845535	1.845535	8.485918e-09
7.000000	1.846036	1.846036	1.481638e-08
7.083333	1.846670	1.846670	7.739200e-09
7.166667	1.847442	1.847442	6.948347e-09
7.250000	1.848362	1.848362	2.020127e-08
7.333333	1.849439	1.849439	6.875832e-09
7.416667	1.850683	1.850683	6.056264e-09
7.500000	1.852108	1.852108	2.750662e-08
7.583333	1.853729	1.853729	6.649538e-09
7.666667	1.855563	1.855563	5.722846e-09
7.750000	1.857628	1.857628	3.742559e-08
7.833333	1.859947	1.859947	7.035586e-09
7.916667	1.862543	1.862543	5.912779e-09
8.000000	1.865443	1.865443	5.089970e-08
8.083333	1.868679	1.868679	8.065596e-09
8.166667	1.872283	1.872283	6.638560e-09
8.250000	1.876293	1.876293	6.920813e-08
8.333333	1.880750	1.880750	9.830071e-09
8.416667	1.885703	1.885703	7.961158e-09
8.500000	1.891201	1.891201	9.408923e-08
8.583333	1.897302	1.897302	1.248630e-08
8.666667	1.904071	1.904071	9.995059e-09
8.750000	1.911577	1.911577	1.279055e-07
8.833333	1.919898	1.919898	1.627233e-08
8.916667	1.929122	1.929122	1.291809e-08
9.000000	1.939345	1.939345	1.738680e-07
9.083333	1.950673	1.950673	2.152823e-08
9.166667	1.963225	1.963225	1.698687e-08
9.250000	1.977130	1.977130	2.363412e-07
9.333333	1.992535	1.992535	2.872658e-08
9.416667	2.009600	2.009600	2.255920e-08
9.500000	2.028502	2.028502	3.212574e-07
9.583333	2.049439	2.049439	3.851482e-08
9.666667	2.072629	2.072629	3.012537e-08
9.750000	2.098315	2.098314	4.366798e-07
9.833333	2.126762	2.126762	5.177335e-08
9.916667	2.158268	2.158268	4.035105e-08
10.000000	2.193164	2.193163	5.935688e-07
10.083333	2.231809	2.231809	6.969451e-08
10.166667	2.274609	2.274609	5.413552e-08
10.250000	2.322011	2.322010	8.068219e-07
10.333333	2.374506	2.374506	9.388955e-08
10.416667	2.432644	2.432644	7.269036e-08
10.500000	2.497031	2.497030	1.096689e-06
10.583333	2.568335	2.568335	1.265331e-07
10.666667	2.647304	2.647304	9.764530e-08
10.750000	2.734760	2.734759	1.490695e-06
10.833333	2.831611	2.831611	1.705581e-07
10.916667	2.938872	2.938872	1.311906e-07
11.000000	3.057660	3.057658	2.026252e-06
11.083333	3.189209	3.189209	2.299186e-07
11.166667	3.334896	3.334896	1.762680e-07
11.250000	3.496241	3.496238	2.754216e-06
11.333333	3.674917	3.674917	3.099440e-07
11.416667	3.872795	3.872796	2.368274e-07
11.500000	4.091941	4.091937	3.743710e-06
11.583333	4.334626	4.334626	4.178163e-07
11.666667	4.603392	4.603393	3.181707e-07
11.750000	4.901044	4.901039	5.088690e-06
11.833333	5.230668	5.230669	5.632125e-07
11.916667	5.595718	5.595718	4.274130e-07
12.000000	6.000000	5.999993	6.916870e-06
