2.000000	3.441427	3.466366	2.493990e-02
2.500000	2.696379	2.718567	2.218820e-02
3.000000	2.296549	2.313234	1.668532e-02
3.500000	2.082005	2.093558	1.155367e-02
4.000000	1.966930	1.974555	7.625737e-03
4.500000	1.905293	1.910186	4.893324e-03
5.000000	1.872440	1.875549	3.108870e-03
5.500000	1.855230	1.857243	2.013516e-03
6.000000	1.846778	1.848188	1.409539e-03
6.500000	1.843704	1.844879	1.174284e-03
7.000000	1.844779	1.846036	1.257108e-03
7.500000	1.850432	1.852108	1.675939e-03
8.000000	1.862925	1.865443	2.518561e-03
8.500000	1.887254	1.891201	3.946881e-03
9.000000	1.933151	1.939345	6.193937e-03
9.500000	2.018976	2.028502	9.526231e-03
10.000000	2.179057	2.193163	1.410572e-02
10.500000	2.477428	2.497030	1.960156e-02
11.000000	3.033437	3.057658	2.422119e-02
11.500000	4.069488	4.091937	2.244928e-02
12.000000	6.000000	5.999993	6.916870e-06
