0	0	300.000000
1	0	300.000000
2	0	300.000000
3	0	300.000000
4	0	300.000000
5	0	300.000000
6	0	300.000000
7	0	300.000000
8	0	300.000000
9	0	300.000000
10	0	300.000000
11	0	300.000000
12	0	300.000000
13	0	300.000000
14	0	300.000000
15	0	300.000000

0	1	144.398500
1	1	216.597749
2	1	248.407870
3	1	265.092690
4	1	274.991182
5	1	281.284508
6	1	285.406108
7	1	288.141318
8	1	290.032747
9	1	291.559195
10	1	293.236600
11	1	295.699709
12	1	299.823148
13	1	307.053375
14	1	320.596962
15	1	350.000000

0	2	115.723085
1	2	173.584628
2	2	211.941040
3	2	236.971709
4	2	253.587529
5	2	264.740743
6	2	272.198605
7	2	277.126416
8	2	280.430475
9	2	282.967435
10	2	285.687494
11	2	289.739088
12	2	296.539508
13	2	307.793389
14	2	325.334475
15	2	350.000000

0	3	100.051091
1	3	150.076637
2	3	188.799953
3	3	217.265578
4	3	237.646482
5	3	251.892328
6	3	261.521155
7	3	267.735265
8	3	271.595303
9	3	274.192575
10	3	276.806855
11	3	281.029642
12	3	288.802407
13	3	302.246197
14	3	322.947549
15	3	350.000000

0	4	91.913917
1	4	137.870876
2	4	175.916556
3	4	205.644167
4	4	227.840491
5	4	243.660934
6	4	254.258422
7	4	260.698188
8	4	264.022897
9	4	265.400706
10	4	266.317707
11	4	268.770219
12	4	275.394280
13	4	289.441444
14	4	314.209524
15	4	350.000000

0	5	89.050929
1	5	133.576394
2	5	171.351228
3	5	201.554043
4	5	224.410384
5	5	240.652494
6	5	251.153411
7	5	256.776166
8	5	258.397389
9	5	257.069647
10	5	254.293048
11	5	252.339247
12	5	254.563049
13	5	265.915775
14	5	294.449104
15	5	350.000000

0	6	90.688362
1	6	136.032543
2	6	174.357920
3	6	204.810392
4	6	227.594506
5	6	243.385248
6	6	252.926560
7	6	256.855678
8	6	255.720847
9	6	250.187444
10	6	241.445592
11	6	231.730672
12	6	224.602893
13	6	225.209503
14	6	247.671118
15	6	350.000000

0	7	97.004997
1	7	145.507496
2	7	185.237516
3	7	215.735100
4	7	237.772001
5	7	252.367430
6	7	260.311905
7	7	261.999139
8	7	257.442876
9	7	246.513691
10	7	229.571203
11	7	208.534958
12	7	186.908347
13	7	162.648225
14	7	121.025865

0	8	109.169952
1	8	163.754928
2	8	205.349548
3	8	235.120492
4	8	255.390969
5	8	268.000564
6	8	273.954492
7	8	273.386098
8	8	265.537828
9	8	248.853239
10	8	221.790572
11	8	185.929611
12	8	151.847310
13	8	117.449187
14	8	73.784117

0	9	129.995144
1	9	194.992716
2	9	237.285255
3	9	264.006350
4	9	280.670818
5	9	290.289368
6	9	294.119399
7	9	292.052931
8	9	282.469101
9	9	261.570865
10	9	222.808234
11	9	161.545603
12	9	117.102097
13	9	81.517095

0	10	165.957025
1	10	248.935537
2	10	284.792407
3	10	302.948836
4	10	312.996586
5	10	318.366689
6	10	320.180804
7	10	318.237129
8	10	310.714779
9	10	292.152885
10	10	246.325897
11	10	120.342470
12	10	73.498379

0	11	350.000000
1	11	350.000000
2	11	350.000000
3	11	350.000000
4	11	350.000000
5	11	350.000000
6	11	350.000000
7	11	350.000000
8	11	350.000000
9	11	350.000000
10	11	350.000000

